,Open,Date,Close,Subjectivity,Polarity,Compound,Negative,Neutral,Positive,label
37,15.65,26-02-2010,16.18,0.145,0.027500000000000004,-0.4588,0.078,0.868,0.055,0
38,16.200001,01-03-2010,16.700001,0.4761904761904762,0.023809523809523808,0.0,0.0,1.0,0.0,0
39,17.33,02-03-2010,17.5,0.25538548752834467,0.02434807256235828,0.9834,0.014,0.875,0.111,1
40,17.379998999999998,03-03-2010,17.639999,0.3985155122655123,0.007112193362193357,0.8126,0.052,0.88,0.068,1
41,17.620001000000006,04-03-2010,17.780001000000006,0.48317550505050494,0.006723484848484849,0.9403,0.031,0.895,0.074,0
42,17.91,05-03-2010,18.559998999999998,0.44677206851119894,-0.056982872200263504,0.9633,0.012,0.895,0.092,0
43,17.549999,08-03-2010,18.0,0.5053030303030304,0.09659090909090909,0.4404,0.016,0.948,0.036,0
44,17.610001,09-03-2010,18.459999,0.41546817380150713,0.06920394420394421,0.9894,0.014,0.889,0.097,0
45,18.41,10-03-2010,18.59,0.3146508563899868,0.04213438735177865,0.9789,0.015,0.903,0.083,0
46,18.41,11-03-2010,18.24,0.21284013605442173,0.14217687074829932,0.9531,0.008,0.901,0.092,0
47,18.290001,12-03-2010,18.18,0.2634375,0.05153645833333334,0.9188,0.049,0.874,0.078,0
48,18.219998999999998,15-03-2010,18.16,0.3400966183574879,-0.014915458937198072,0.9831,0.012,0.886,0.103,0
49,18.209999,16-03-2010,18.5,0.3462673611111111,0.11245659722222223,0.8687,0.046,0.882,0.072,0
50,18.629998999999998,17-03-2010,18.77,0.2824848484848485,0.14575757575757575,0.9596,0.042,0.854,0.104,0
51,18.379998999999998,18-03-2010,18.26,0.33077324973876704,0.03354231974921631,0.981,0.056,0.83,0.114,0
52,18.0,19-03-2010,18.0,0.43119250541125537,0.1110727813852814,0.9821,0.026,0.877,0.096,0
53,17.85,22-03-2010,18.129998999999998,0.3151785714285714,0.045089285714285714,0.7269,0.033,0.912,0.056,0
54,17.77,23-03-2010,18.0,0.3291738816738817,0.07612914862914862,0.9524,0.0,0.919,0.081,0
55,17.790001,24-03-2010,17.65,0.3559090909090909,0.0013352272727272727,0.5106,0.037,0.911,0.052,0
56,17.459999,25-03-2010,17.34,0.29357993197278914,0.013903061224489794,0.9554,0.039,0.872,0.089,0
57,17.57,26-03-2010,17.75,0.3946608946608946,0.1318903318903319,0.8807,0.027,0.904,0.069,0
58,17.85,29-03-2010,17.73,0.3460839160839161,0.0755944055944056,0.6369,0.0,0.973,0.027,0
59,17.889999,30-03-2010,18.51,0.2931746031746032,0.043333333333333335,0.6428,0.01,0.967,0.023,0
60,18.23,31-03-2010,18.459999,0.33449494949494946,0.07984848484848485,0.9924,0.008,0.875,0.117,0
61,18.709999,01-04-2010,19.09,0.3636310584839996,0.16009888804006447,0.9554,0.027,0.893,0.08,0
62,19.200001,05-04-2010,19.35,0.24526143790849672,0.004493464052287579,0.9716,0.0,0.919,0.081,0
63,19.26,06-04-2010,18.99,0.23000404040404043,0.007965656565656567,0.9695,0.053,0.85,0.097,0
64,19.25,07-04-2010,19.030001000000002,0.35537037037037034,-0.05203703703703703,-0.3612,0.05,0.902,0.048,0
65,18.879998999999998,08-04-2010,18.74,0.25049555707450444,0.0724011733880155,0.9908,0.01,0.893,0.097,0
66,19.25,09-04-2010,19.34,0.2756377551020408,0.002359693877551023,0.8085,0.051,0.879,0.071,0
67,19.120001000000002,12-04-2010,19.34,0.3187872023809524,-0.002492559523809534,0.972,0.021,0.909,0.07,0
68,19.280001000000002,13-04-2010,19.15,0.37205882352941183,-0.023529411764705882,0.7598,0.043,0.898,0.059,0
69,19.290001,14-04-2010,19.65,0.3130939019827909,0.004133931911709687,-0.1556,0.048,0.909,0.043,0
70,19.65,15-04-2010,19.84,0.3233946608946609,0.15526244588744587,0.9265,0.051,0.833,0.116,0
71,19.85,16-04-2010,19.33,0.2584292929292929,0.04376767676767677,0.9898,0.032,0.848,0.12,0
72,19.09,19-04-2010,19.389999,0.5124444444444444,-0.018000000000000013,0.9086,0.035,0.895,0.069,0
73,19.629998999999998,20-04-2010,19.459999,0.3282668793195109,0.07809941520467838,0.9837,0.049,0.85,0.1,0
74,19.719998999999998,21-04-2010,19.860001,0.24826839826839822,0.0924406401679129,0.994,0.026,0.833,0.141,0
75,20.17,22-04-2010,20.030001000000002,0.3875,0.16250000000000003,0.9577,0.006,0.931,0.063,0
76,20.200001,23-04-2010,20.35,0.18371905871905872,0.04832251082251083,0.9931,0.049,0.819,0.131,0
77,20.459999,26-04-2010,20.6,0.29023809523809524,0.03567460317460317,0.9509,0.0,0.9,0.1,0
78,20.74,27-04-2010,19.879998999999998,0.30106060606060614,0.13515151515151516,0.98,0.015,0.856,0.129,0
79,19.52,28-04-2010,19.52,0.3145791245791245,-0.009570707070707072,0.9663,0.055,0.844,0.101,0
80,19.889999,29-04-2010,20.0,0.24115347018572825,0.04463994786575432,0.984,0.032,0.857,0.111,0
81,20.5,30-04-2010,20.41,0.2646717171717171,0.02904040404040404,0.9839,0.046,0.82,0.135,0
82,20.48,03-05-2010,20.6,0.3776223776223776,0.1305944055944056,0.9724,0.014,0.869,0.117,0
83,20.15,04-05-2010,19.57,0.2474195075757576,0.05168087121212121,0.8519,0.032,0.908,0.06,0
84,19.27,05-05-2010,19.23,0.2828585393101522,0.08909719312945119,0.9231,0.034,0.899,0.067,0
85,18.82,06-05-2010,18.129998999999998,0.25671428571428573,0.04114285714285714,0.9382,0.038,0.895,0.067,0
86,17.799999,07-05-2010,17.59,0.3917597022860181,-0.0658127325890484,-0.2208,0.056,0.89,0.054,0
87,19.059998999999998,10-05-2010,19.700001,0.35281954887218037,0.1551378446115288,0.9578,0.103,0.716,0.181,0
88,18.99,11-05-2010,18.73,0.40252525252525256,-0.05035353535353536,-0.9808,0.185,0.741,0.074,0
89,18.85,12-05-2010,19.42,0.2651780967570441,0.042477405635300364,0.9841,0.037,0.85,0.113,0
90,19.18,13-05-2010,19.24,0.2695014662756598,0.038000977517106564,-0.4563,0.079,0.85,0.07,0
91,19.0,14-05-2010,18.51,0.40291666666666665,-0.04579861111111111,0.8885,0.026,0.886,0.088,0
92,18.370001000000002,17-05-2010,17.870001000000006,0.16,0.19249999999999998,0.8038,0.0,0.868,0.132,0
93,18.16,18-05-2010,17.52,0.380909090909091,-0.08296536796536798,-0.6814,0.036,0.934,0.03,1
94,16.629998999999998,19-05-2010,16.59,0.2175925925925926,0.041666666666666664,0.8647,0.026,0.921,0.053,0
95,16.17,20-05-2010,15.93,0.37733730158730155,0.05540079365079368,-0.6486,0.117,0.786,0.098,0
96,15.56,21-05-2010,16.33,0.3594065656565657,0.03393308080808081,0.1779,0.069,0.858,0.072,0
97,16.24,24-05-2010,16.4,0.20994318181818183,0.03892045454545455,-0.6249,0.063,0.917,0.021,0
98,15.51,25-05-2010,15.65,0.155,-0.0075000000000000015,-0.765,0.097,0.857,0.046,0
99,16.120001000000002,26-05-2010,15.68,0.47520661157024796,-0.09039256198347106,-0.875,0.081,0.864,0.055,0
100,16.5,27-05-2010,17.049999,0.41296768707482995,-0.06194727891156464,-0.9267,0.066,0.9,0.034,0
101,17.24,28-05-2010,16.68,0.32503607503607507,-0.00452741702741703,0.926,0.021,0.915,0.064,0
102,16.32,01-06-2010,16.5,0.29906759906759905,0.0201048951048951,0.8064,0.023,0.909,0.068,0
103,16.799999,02-06-2010,17.27,0.3352272727272727,0.018623737373737372,0.9609,0.054,0.845,0.101,0
104,17.459999,03-06-2010,17.379998999999998,0.322406015037594,0.11816131237183869,-0.3612,0.052,0.903,0.046,0
105,17.0,04-06-2010,17.02,0.3378787878787879,0.022727272727272728,0.2263,0.03,0.935,0.035,0
106,16.99,07-06-2010,16.219998999999998,0.39541666666666664,-0.007500000000000007,-0.1531,0.042,0.921,0.037,0
107,16.370001000000002,08-06-2010,16.49,0.3325757575757576,0.13496503496503495,0.9347,0.05,0.867,0.084,1
108,16.639999,09-06-2010,16.43,0.4537766053391054,0.11928774350649347,0.9977,0.047,0.77,0.183,0
109,17.0,10-06-2010,17.15,0.21768547544409608,-0.04098746081504703,0.032,0.076,0.843,0.081,0
110,17.35,11-06-2010,17.23,0.2185374149659864,-0.05688775510204082,0.9313,0.052,0.831,0.117,0
111,17.450001,14-06-2010,17.280001000000002,0.2991341991341992,-0.050974025974025984,0.8256,0.009,0.949,0.042,0
112,17.48,15-06-2010,17.639999,0.37702196177805936,-0.08147238939921866,-0.9451,0.068,0.898,0.034,0
113,17.639999,16-06-2010,18.07,0.32257130124777184,0.019540998217468804,0.9403,0.039,0.881,0.08,0
114,18.280001000000002,17-06-2010,17.860001,0.3905797101449275,0.12380952380952377,0.9858,0.01,0.883,0.108,0
115,17.940001000000006,18-06-2010,18.030001000000002,0.37298353909465015,-0.050761316872427985,0.743,0.049,0.878,0.073,0
116,18.469998999999998,21-06-2010,18.209999,0.43917142857142855,-0.008123809523809526,0.8442,0.032,0.907,0.061,0
117,17.860001,22-06-2010,17.77,0.3757575757575758,0.17121212121212118,0.8958,0.058,0.832,0.109,0
118,17.9,23-06-2010,17.870001000000006,0.3919288119288119,0.0213035113035113,0.7378,0.042,0.895,0.063,0
119,17.780001000000006,24-06-2010,17.68,0.30082908163265315,0.0015943877551020391,-0.34,0.031,0.948,0.021,0
120,17.129998999999998,25-06-2010,17.719998999999994,0.3527664002664003,-0.008610556110556111,0.9676,0.004,0.946,0.049,0
121,17.790001,28-06-2010,17.690001000000006,0.47972860472860474,-0.1466033966033966,0.1779,0.017,0.953,0.03,0
122,17.07,29-06-2010,16.889999,0.4207050264550264,-0.029951058201058207,0.9816,0.013,0.907,0.081,0
123,17.059998999999998,30-06-2010,17.190001000000002,0.44558853844568125,-0.0658359101216244,0.9836,0.019,0.915,0.066,0
124,17.0,01-07-2010,17.379998999999998,0.49696969696969695,-0.17271464646464646,0.968,0.004,0.926,0.07,0
125,17.41,02-07-2010,17.16,0.43866607248960193,-0.14679887106357692,0.9041,0.049,0.872,0.079,1
126,17.51,06-07-2010,17.27,0.28194903581267217,0.07445592286501378,0.8885,0.051,0.866,0.083,0
127,16.879998999999998,07-07-2010,17.299999,0.44520876972489876,-0.09806102499650887,0.9169,0.038,0.882,0.08,0
128,17.58,08-07-2010,17.559998999999998,0.19103535353535356,-0.011994949494949494,0.9287,0.019,0.9,0.081,0
129,17.51,09-07-2010,17.65,0.29944444444444446,0.0262962962962963,0.9779,0.037,0.815,0.148,0
130,17.84,12-07-2010,17.809998999999994,0.5775252525252524,0.046313131313131306,0.7096,0.07,0.846,0.084,0
131,17.969998999999994,13-07-2010,18.52,0.13020833333333331,0.008333333333333331,0.9922,0.033,0.788,0.179,0
132,18.25,14-07-2010,18.0,0.22994708994708996,-0.004153439153439154,0.936,0.012,0.92,0.068,0
133,18.049999,15-07-2010,18.15,0.2282467532467532,0.06339285714285715,0.9387,0.031,0.895,0.074,1
134,18.299999,16-07-2010,18.07,0.4091831357048748,0.09585638998682476,0.9732,0.012,0.901,0.087,0
135,18.049999,19-07-2010,18.27,0.2535569985569985,0.1232178932178932,0.9055,0.044,0.866,0.091,0
136,17.99,20-07-2010,18.280001000000002,0.320508658008658,0.15451839826839828,0.8316,0.053,0.867,0.079,0
137,18.34,21-07-2010,18.08,0.2738607883344725,0.05604921394395078,0.91,0.028,0.9,0.072,1
138,18.49,22-07-2010,18.84,0.20759637188208616,0.08390022675736962,0.9914,0.02,0.849,0.131,0
139,18.809998999999998,23-07-2010,18.870001000000002,0.18610309443642775,0.07872775372775373,0.9812,0.014,0.884,0.103,0
140,18.360001,26-07-2010,19.07,0.4082423258559622,0.052545749704840605,0.9812,0.014,0.913,0.073,0
141,19.120001000000002,27-07-2010,18.969998999999998,0.21700642791551883,0.08802112029384757,0.9956,0.023,0.819,0.158,0
142,18.82,28-07-2010,19.24,0.4732142857142857,0.027678571428571438,0.9313,0.011,0.89,0.098,0
143,19.32,29-07-2010,19.1,0.19916666666666666,0.024791666666666667,0.984,0.007,0.881,0.112,0
144,18.719998999999998,30-07-2010,18.91,0.2962461477916024,0.013979005842642209,0.9628,0.05,0.871,0.078,0
145,19.110001,02-08-2010,19.4,0.42816666666666664,0.20349999999999996,0.8641,0.012,0.908,0.08,0
146,19.379998999999998,03-08-2010,19.459999,0.32921279117707686,0.0905943362193362,0.9601,0.019,0.915,0.067,0
147,19.440001000000002,04-08-2010,19.309998999999998,0.34066558441558437,0.10523538961038961,0.891,0.014,0.946,0.041,1
148,19.129998999999998,05-08-2010,19.389999,0.2727855477855478,0.020104895104895104,0.296,0.035,0.924,0.041,0
149,19.5,06-08-2010,19.870001000000002,0.22995670995670991,0.06203463203463203,0.991,0.029,0.864,0.107,0
150,19.99,09-08-2010,20.059998999999998,0.39166666666666666,-0.10555555555555556,0.9595,0.02,0.866,0.114,0
151,20.360001,10-08-2010,20.67,0.40981481481481474,0.07185185185185185,0.8932,0.021,0.917,0.061,0
152,21.15,11-08-2010,21.530001000000002,0.3478354978354978,-0.02318629646215854,0.9703,0.052,0.845,0.103,0
153,21.57,12-08-2010,21.84,0.3766073781291171,0.11374647092038398,0.9571,0.033,0.879,0.088,0
154,22.139999,13-08-2010,21.549999,0.21803921568627452,-0.0038235294117647044,0.9801,0.04,0.859,0.102,0
155,21.49,16-08-2010,21.940001000000002,0.41624579124579125,0.03691077441077441,0.9325,0.011,0.908,0.081,0
156,22.02,17-08-2010,22.73,0.4267839687194527,0.01717113531629661,0.9616,0.034,0.889,0.077,1
157,22.9,18-08-2010,22.49,0.34734994734994745,0.09176611676611676,0.9217,0.028,0.916,0.056,1
158,22.26,19-08-2010,22.0,0.27698248720975993,0.021271153089334905,0.9607,0.043,0.85,0.107,0
159,21.73,20-08-2010,22.68,0.38992673992673993,0.061401098901098905,-0.1522,0.027,0.947,0.025,0
160,22.549999,23-08-2010,22.309998999999998,0.2638888888888889,0.11666666666666668,0.9402,0.013,0.895,0.092,0
161,22.16,24-08-2010,22.1,0.32969170469170467,0.038788463788463796,0.9764,0.034,0.893,0.073,0
162,21.549999,25-08-2010,21.299999,0.330120320855615,-0.022566844919786094,0.8151,0.028,0.916,0.056,0
163,21.74,26-08-2010,21.58,0.3804243241035693,0.09266233766233767,0.9459,0.034,0.905,0.061,1
164,21.74,27-08-2010,22.08,0.2810344827586207,0.041666666666666664,0.951,0.027,0.903,0.07,0
165,21.799999,30-08-2010,21.17,0.35555555555555557,0.0,-0.296,0.048,0.93,0.023,0
166,21.5,31-08-2010,21.41,0.4060984848484848,0.10732954545454546,0.939,0.018,0.917,0.065,0
167,21.709999,01-09-2010,21.9,0.27351702351702356,0.08504738504738504,0.9729,0.027,0.894,0.079,0
168,22.01,02-09-2010,22.440001000000002,0.3807401748578219,0.0050192046515575945,0.7469,0.052,0.873,0.076,0
169,22.469998999999998,03-09-2010,22.68,0.3525050505050505,-0.0006679292929292937,-0.1027,0.046,0.905,0.049,0
170,22.540001,07-09-2010,22.530001000000002,0.3368849788204627,0.02384327142391659,0.8127,0.046,0.894,0.06,0
171,22.57,08-09-2010,22.65,0.4787117480220928,0.12799447678758022,0.992,0.027,0.846,0.127,0
172,22.639999,09-09-2010,22.639999,0.3816339869281046,0.07205999066293185,0.9447,0.018,0.907,0.075,0
173,22.59,10-09-2010,22.75,0.2747409156500065,0.004565131837859107,0.7655,0.046,0.897,0.057,0
174,23.0,13-09-2010,22.950001,0.3297058823529412,0.033529411764705884,0.9571,0.028,0.871,0.1,0
175,23.26,14-09-2010,23.610001,0.31145833333333334,0.096875,0.8718,0.012,0.916,0.072,0
176,23.24,15-09-2010,23.07,0.38313492063492066,-0.0003968253968253994,0.34,0.078,0.847,0.076,0
177,22.99,16-09-2010,23.59,0.4207878787878788,0.12226136363636361,0.9225,0.016,0.915,0.069,0
178,23.950001,17-09-2010,23.299999,0.5625,0.0,-0.5927,0.053,0.947,0.0,0
179,23.58,20-09-2010,24.08,0.49795454545454554,0.18946969696969695,0.9268,0.042,0.856,0.103,0
180,24.299999,21-09-2010,24.16,0.44178571428571434,0.03239010989010989,0.7845,0.033,0.905,0.062,0
181,24.049999,22-09-2010,24.0,0.3219298245614035,0.005263157894736838,0.9719,0.016,0.894,0.09,0
182,24.110001,23-09-2010,23.940001000000002,0.4010416666666667,-0.01428571428571429,0.9075,0.038,0.864,0.098,0
183,24.0,24-09-2010,24.27,0.2768552875695733,0.06046304885590599,0.0772,0.038,0.923,0.039,0
184,24.459999,27-09-2010,24.65,0.2513888888888889,0.01666666666666667,0.8372,0.04,0.834,0.126,0
185,24.5,28-09-2010,24.74,0.28491666666666665,0.098,0.7713,0.021,0.934,0.046,0
186,25.0,29-09-2010,25.52,0.30094696969696966,0.0553808170995671,0.9601,0.041,0.863,0.096,0
187,25.77,30-09-2010,25.51,0.38885780885780885,0.14086247086247083,0.8922,0.018,0.927,0.055,1
188,25.9,01-10-2010,25.59,0.35383838383838384,0.14634199134199136,0.9694,0.03,0.902,0.068,0
189,26.26,04-10-2010,25.610001,0.5277777777777778,0.0611904761904762,0.9378,0.045,0.839,0.115,0
190,25.93,05-10-2010,26.25,0.4062222222222222,-0.13572222222222222,0.9349,0.05,0.869,0.081,0
191,26.32,06-10-2010,26.6,0.42272727272727273,-0.05818181818181818,-0.1984,0.029,0.946,0.025,0
192,26.4,07-10-2010,26.6,0.26837320574162676,0.037029505582137155,0.9545,0.05,0.861,0.088,0
193,26.32,08-10-2010,26.690001000000002,0.31040578195750607,0.06902211772901429,-0.6604,0.057,0.892,0.05,0
194,27.1,11-10-2010,27.23,0.35441176470588237,-0.01960784313725491,0.9919,0.005,0.833,0.163,0
195,27.209999,12-10-2010,27.129998999999998,0.3681015732235244,0.04409926794073135,0.9932,0.025,0.865,0.111,0
196,27.690001000000002,13-10-2010,27.85,0.3301184926184926,0.10136460761460761,0.988,0.01,0.888,0.102,0
197,27.950001,14-10-2010,27.809998999999998,0.4041801948051948,0.22923430735930733,0.9836,0.011,0.872,0.117,0
198,28.709999,15-10-2010,27.16,0.432987012987013,-0.08265151515151514,0.9825,0.011,0.909,0.08,0
199,27.629998999999998,18-10-2010,27.92,0.27745098039215693,0.07303921568627451,0.9538,0.019,0.875,0.106,0
200,27.860001,19-10-2010,27.33,0.24140963203463206,-0.007661435786435789,0.9936,0.038,0.813,0.149,0
201,27.4,20-10-2010,27.77,0.30870129870129864,0.026336580086580075,0.9906,0.02,0.87,0.11,0
202,27.76,21-10-2010,27.65,0.24772200772200767,-0.07072715572715572,0.9904,0.016,0.869,0.116,0
203,27.74,22-10-2010,27.950001,0.16729797979797978,-0.0007260101010101009,0.9861,0.033,0.874,0.093,0
204,28.27,25-10-2010,28.629998999999998,0.15714285714285714,-0.013888888888888886,0.9565,0.027,0.86,0.114,0
205,28.700001,26-10-2010,28.950001,0.3189393939393939,0.12424242424242425,0.9674,0.024,0.897,0.079,0
206,29.049999,27-10-2010,28.84,0.3221445221445222,0.05856643356643357,0.3818,0.047,0.901,0.052,0
207,29.030001000000002,28-10-2010,28.33,0.1877591706539075,0.03221120984278878,0.9538,0.036,0.87,0.094,0
208,27.9,29-10-2010,28.120001000000002,0.1839319384319384,0.009257094757094752,0.9943,0.018,0.846,0.136,0
209,28.35,01-11-2010,28.34,0.5416666666666667,0.018750000000000003,0.8885,0.026,0.888,0.086,0
210,28.629998999999998,02-11-2010,28.24,0.48581987118572467,0.06995037482842358,0.9867,0.033,0.882,0.085,0
211,28.5,03-11-2010,27.99,0.36547619047619045,0.049999999999999996,0.9738,0.038,0.823,0.139,0
212,29.059998999999998,04-11-2010,28.969998999999998,0.3821428571428571,-0.04810924369747899,0.9682,0.03,0.878,0.092,0
213,29.26,05-11-2010,29.780001000000002,0.44281994047619044,-0.013578869047619032,0.896,0.084,0.812,0.104,0
214,30.1,08-11-2010,30.51,0.3849171842650103,0.08661490683229815,0.9274,0.034,0.893,0.072,0
215,30.709999,09-11-2010,30.629998999999998,0.3886430090377459,0.02424432292853345,0.9662,0.036,0.883,0.081,0
216,31.040001,10-11-2010,34.299999,0.2295138888888889,0.05868055555555555,0.9716,0.018,0.913,0.069,0
217,32.619999,11-11-2010,31.83,0.39145622895622895,0.11961279461279463,0.9877,0.02,0.88,0.1,0
218,31.530001000000002,12-11-2010,30.209999,0.35718065003779287,0.06866969009826153,0.9201,0.019,0.914,0.067,0
219,30.83,15-11-2010,30.950001,0.4259920634920635,-0.014880952380952384,0.6705,0.066,0.838,0.096,0
220,30.74,16-11-2010,30.07,0.25144947644947646,0.04227346727346728,0.9876,0.036,0.868,0.096,0
221,31.01,17-11-2010,31.690001000000002,0.3649835796387521,0.08676108374384235,-0.8934,0.077,0.873,0.05,0
222,32.740002000000004,18-11-2010,32.740002000000004,0.29743589743589743,0.04615384615384615,0.8834,0.0,0.954,0.046,0
223,31.85,19-11-2010,31.83,0.3556944444444444,-0.0025694444444444493,0.9702,0.054,0.838,0.108,0
224,33.07,22-11-2010,33.889998999999996,0.3659090909090909,0.03727272727272728,0.2023,0.028,0.922,0.05,0
225,33.400002,23-11-2010,32.5,0.2418285418285418,0.002363377363377356,-0.9666,0.06,0.921,0.02,0
226,34.880001,24-11-2010,36.0,0.22847222222222222,0.08715277777777779,-0.25,0.044,0.9,0.055,1
227,34.959998999999996,26-11-2010,35.27,0.30440940012368584,0.08022843228200371,-0.9059,0.082,0.843,0.075,0
228,36.41,29-11-2010,34.619999,0.28214285714285714,0.019642857142857146,-0.7351,0.122,0.817,0.061,0
229,34.860001000000004,30-11-2010,32.709998999999996,0.2907398157398157,0.09571400821400823,0.7904,0.022,0.926,0.052,0
230,34.23,01-12-2010,31.0,0.37982456140350873,0.06315789473684212,0.7778,0.042,0.895,0.062,0
231,31.41,02-12-2010,31.299999,0.282292133154202,-0.01099791013584117,0.9468,0.051,0.86,0.089,0
232,31.309998999999998,03-12-2010,31.65,0.3652529761904762,-0.01860119047619048,-0.9768,0.084,0.893,0.023,0
233,30.639999,06-12-2010,30.620001000000002,0.47926136363636357,0.10596590909090908,0.5106,0.011,0.954,0.035,0
234,30.42,07-12-2010,30.129998999999998,0.46761664261664265,0.038915945165945154,-0.3178,0.04,0.92,0.04,0
235,29.950001,08-12-2010,29.67,0.25797619047619047,0.10495879120879123,0.911,0.05,0.873,0.077,0
236,28.35,09-12-2010,27.860001,0.257,-0.028999999999999995,0.7269,0.042,0.902,0.056,0
237,27.950001,10-12-2010,28.4,0.40466507177033484,0.08746677299308878,0.9726,0.025,0.89,0.085,0
238,29.0,13-12-2010,28.559998999999998,0.49722222222222223,-0.22395833333333334,-0.8225,0.092,0.868,0.04,0
239,28.98,14-12-2010,29.68,0.37708646616541347,0.08971975393028025,0.9906,0.034,0.824,0.142,0
240,29.879998999999998,15-12-2010,29.66,0.2879924242424242,0.03428165584415585,0.9029,0.061,0.837,0.102,0
241,29.76,16-12-2010,29.92,0.3604512870641904,0.06496415770609319,0.9628,0.025,0.919,0.056,0
242,30.07,17-12-2010,30.17,0.2683361678004535,0.055643424036281176,-0.1531,0.085,0.832,0.083,1
243,30.26,20-12-2010,29.780001000000002,0.3598484848484848,0.09469696969696968,0.4215,0.026,0.914,0.06,0
244,30.120001000000002,21-12-2010,30.68,0.45414545454545463,0.04783506493506493,0.9879,0.039,0.845,0.116,0
245,30.9,22-12-2010,30.639999,0.30262032085561497,0.035080213903743315,0.6908,0.04,0.905,0.055,0
246,30.49,23-12-2010,30.15,0.3524806892453951,0.056030897207367786,0.9592,0.026,0.908,0.065,0
247,29.700001,27-12-2010,29.4,0.43680426716140996,-0.024443413729128016,0.9186,0.0,0.908,0.092,0
